50 0 50 Metal 0 0 0 0
49 0 50 Metal 0 270 0 0
48 0 50 Metal 0 270 0 0
46 0 50 Metal 0 270 0 0
45 0 50 Metal 0 270 0 0
44 0 50 Metal 0 270 0 0
43 0 50 Metal 0 270 0 0
42 0 50 Metal 0 270 0 0
41 0 50 Metal 0 270 0 0
40 0 50 Metal 0 270 0 0
39 0 50 Metal 0 270 0 0
40 0 51 Metal 0 0 0 0
40 0 52 Metal 0 0 0 0
39 0 52 Metal 0 0 0 0
39 0 53 Metal 0 0 0 0
39 0 54 Metal 0 0 0 0
39 0 51 Metal 0 0 0 0
41 0 52 Metal 0 0 0 0
41 0 53 Metal 0 0 0 0
40 0 53 Metal 0 0 0 0
44 0 53 Metal 0 270 0 0
40 0 54 Metal 0 0 0 0
42 0 51 Metal 0 90 0 0
43 0 51 Metal 0 90 0 0
42 0 52 Metal 0 90 0 0
42 0 53 Metal 0 90 0 0
44 0 55 Metal 0 270 0 0
45 0 54 Metal 0 270 0 0
42 0 54 Metal 0 270 0 0
43 0 52 Metal 0 90 0 0
44 0 51 Metal 0 90 0 0
44 0 52 Metal 0 90 0 0
43 0 54 Metal 0 270 0 0
41 0 54 Metal 0 270 0 0
43 0 55 Metal 0 90 0 0
46 0 54 Metal 0 90 0 0
40 0 45 Metal 0 270 0 0
45 0 51 Metal 0 90 0 0
46 0 51 Metal 0 90 0 0
46 0 53 Metal 0 90 0 0
47 0 53 Metal 0 90 0 0
47 0 54 Metal 0 90 0 0
48 0 54 Metal 0 90 0 0
49 0 54 Metal 0 90 0 0
50 0 54 Metal 0 90 0 0
47 0 51 Metal 0 90 0 0
48 0 51 Metal 0 90 0 0
49 0 51 Metal 0 90 0 0
50 0 51 Metal 0 90 0 0
39 0 55 Metal 0 0 0 0
39 0 56 Metal 0 0 0 0
40 0 55 Metal 0 0 0 0
40 -3 57 Metal 0 270 0 0
41 0 55 Metal 0 0 0 0
39 -3 57 Metal 0 270 0 0
42 0 55 Metal 0 0 0 0
45 -3 56 Metal 0 0 0 0
44 -3 56 Metal 0 270 0 0
44 0 54 Metal 0 270 0 0
