50 0 50 Metal 0 0 0 0
49 0 50 Metal 0 270 0 0
48 0 50 Metal 0 270 0 0
47 0 50 Metal 0 270 0 0
46 0 50 Metal 0 270 0 0
48 0 51 Metal 0 270 0 0
47 0 51 Metal 0 270 0 0
49 0 51 Metal 0 270 0 0
49 0 52 Metal 0 0 0 0
50 0 51 Metal 0 0 0 0
50 0 52 Metal 0 0 0 0
50 0 53 Metal 0 0 0 0
51 0 53 Metal 0 0 0 0
51 0 52 Metal 0 0 0 0
51 0 51 Metal 0 90 0 0
51 0 50 Metal 0 90 0 0
52 0 50 Metal 0 90 0 0
53 0 49 Metal 0 90 0 0
52 0 49 Metal 0 90 0 0
51 0 49 Metal 0 180 0 0
50 0 49 Metal 0 180 0 0
51 0 48 Metal 0 180 0 0
49 0 48 Metal 0 180 0 0
49 0 47 Metal 0 180 0 0
48 0 46 Metal 0 180 0 0
50 0 48 Metal 0 180 0 0
51 0 47 Metal 0 180 0 0
52 0 45 Metal 0 180 0 0
52 0 48 Metal 0 180 0 0
53 0 48 Metal 0 90 0 0
53 0 47 Metal 0 180 0 0
50 0 47 Metal 0 180 0 0
50 0 46 Metal 0 180 0 0
52 0 47 Metal 0 180 0 0
54 0 48 Metal 0 90 0 0
52 0 51 Metal 0 90 0 0
52 0 52 Metal 0 90 0 0
53 0 53 Metal 0 90 0 0
53 0 51 Metal 0 90 0 0
53 0 50 Metal 0 90 0 0
54 0 50 Metal 0 90 0 0
53 0 52 Metal 0 90 0 0
52 0 53 Metal 0 0 0 0
52 0 54 Metal 0 0 0 0
53 0 55 Metal 0 0 0 0
54 0 54 Metal 0 90 0 0
54 0 52 Metal 0 90 0 0
54 0 51 Metal 0 90 0 0
55 0 50 Metal 0 90 0 0
55 0 52 Metal 0 90 0 0
55 0 53 Metal 0 90 0 0
54 0 53 Metal 0 90 0 0
52 0 55 Metal 0 0 0 0
53 0 54 Metal 0 0 0 0
54 0 55 Metal 0 90 0 0
55 0 54 Metal 0 90 0 0
56 0 53 Metal 0 90 0 0
55 0 51 Metal 0 180 0 0
56 0 50 Metal 0 180 0 0
